Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
PfHB3_100020300	PfHB3_100020300-t41_1	P. falciparum HB3	PfHB3_10:588,148..590,033(+)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	4.2.1.11 (Phosphopyruvate hydratase)	
PfHB3_100027700	PfHB3_100027700-t41_1	P. falciparum HB3	PfHB3_10:936,210..937,181(+)	orotidine 5'-phosphate decarboxylase	N/A	catalytic activity;orotidine-5'-phosphate decarboxylase activity	IEA	4.1.1.23 (Orotidine-5'-phosphate decarboxylase)	
PfHB3_100041200	PfHB3_100041200-t41_1	P. falciparum HB3	PfHB3_10:1,424,346..1,426,580(-)	pyruvate kinase 2	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
PfHB3_100041800	PfHB3_100041800-t41_1	P. falciparum HB3	PfHB3_10:1,450,414..1,451,087(+)	enhancer of rudimentary homolog, putative	N/A	N/A	IEA	N/A	
PfHB3_110023300	PfHB3_110023300-t41_1	P. falciparum HB3	PfHB3_11:676,277..677,405(+)	phosphoglycerate mutase, putative	N/A	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	IEA	5.4.2.1 (Transferred entry: 5.4.2.11 and 5.4.2.12)	
PfHB3_110028500	PfHB3_110028500-t41_1	P. falciparum HB3	PfHB3_11:906,767..908,257(+)	vacuolar membrane protein-related, putative	N/A	proton transmembrane transporter activity	IEA	N/A	
PfHB3_110031700	PfHB3_110031700-t41_1	P. falciparum HB3	PfHB3_11:1,018,601..1,023,962(-)	6-phosphofructokinase	N/A	6-phosphofructokinase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
PfHB3_110041800	PfHB3_110041800-t41_1	P. falciparum HB3	PfHB3_11:1,421,461..1,434,141(-)	guanylyl cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.2 (Guanylate cyclase)	
PfHB3_110050700	PfHB3_110050700-t41_1	P. falciparum HB3	PfHB3_11:1,817,546..1,818,222(+)	mitochondrial ATP synthase delta subunit, putative	N/A	N/A	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfHB3_120040300	PfHB3_120040300-t41_1	P. falciparum HB3	PfHB3_12:1,478,101..1,479,708(+)	ATP synthase subunit beta, mitochondrial	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfHB3_120056100	PfHB3_120056100-t41_1	P. falciparum HB3	PfHB3_12:2,099,918..2,101,371(-)	thymidylate kinase	N/A	ATP binding;thymidylate kinase activity	IEA	2.7.4.9 (dTMP kinase)	
PfHB3_130016200	PfHB3_130016200-t41_1	P. falciparum HB3	PfHB3_13:479,953..480,714(+)	mitochondrial ATP synthase delta subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfHB3_130017600	PfHB3_130017600-t41_1	P. falciparum HB3	PfHB3_13:515,160..516,420(+)	ATP synthase subunit gamma, mitochondrial	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfHB3_130031500	PfHB3_130031500-t41_1	P. falciparum HB3	PfHB3_13:1,073,151..1,074,464(-)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
PfHB3_130034200	PfHB3_130034200-t41_1	P. falciparum HB3	PfHB3_13:1,191,380..1,193,062(+)	ribose-phosphate pyrophosphokinase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
PfHB3_130061000	PfHB3_130061000-t41_1	P. falciparum HB3	PfHB3_13:2,203,521..2,204,978(+)	adenylosuccinate synthetase	N/A	GTP binding;adenylosuccinate synthase activity	IEA	6.3.4.4 (Adenylosuccinate synthase)	
PfHB3_130067000	PfHB3_130067000-t41_1	P. falciparum HB3	PfHB3_13:2,446,098..2,457,280(+)	guanylyl cyclase beta	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.2 (Guanylate cyclase)	
PfHB3_140010500	PfHB3_140010500-t41_1	P. falciparum HB3	PfHB3_14:190,296..195,580(-)	adenylyl cyclase alpha	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
PfHB3_140016100	PfHB3_140016100-t41_1	P. falciparum HB3	PfHB3_14:435,476..438,052(+)	cytidine triphosphate synthetase	N/A	CTP synthase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
PfHB3_140026600	PfHB3_140026600-t41_1	P. falciparum HB3	PfHB3_14:888,483..890,352(-)	pantothenate kinase, putative	N/A	ATP binding;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
PfHB3_140041700	PfHB3_140041700-t41_1	P. falciparum HB3	PfHB3_14:1,492,289..1,494,028(+)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
PfHB3_140043100	PfHB3_140043100-t41_1	P. falciparum HB3	PfHB3_14:1,551,123..1,553,423(+)	pantothenate kinase, putative	N/A	ATP binding;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
PfHB3_140049400	PfHB3_140049400-t41_1	P. falciparum HB3	PfHB3_14:1,825,754..1,826,853(-)	dephospho-CoA kinase, putative	N/A	ATP binding;dephospho-CoA kinase activity	IEA	2.7.1.24 (Dephospho-CoA kinase)	
PfHB3_140050500	PfHB3_140050500-t41_1	P. falciparum HB3	PfHB3_14:1,877,700..1,879,279(-)	fructose-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
PfIT_020011400	PfIT_020011400-t41_1	P. falciparum IT	PfIT_02:262,563..263,978(+)	adenylosuccinate lyase	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	4.3.2.2 (Adenylosuccinate lyase)	
PfIT_020021600	PfIT_020021600-t41_1	P. falciparum IT	PfIT_02:698,169..699,824(+)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfIT_040021600	PfIT_040021600-t41_1	P. falciparum IT	PfIT_04:691,382..693,208(+)	bifunctional dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	1.5.1.3 (Dihydrofolate reductase);2.1.1.45 (Thymidylate synthase)	
PfIT_060030600	PfIT_060030600-t41_1	P. falciparum IT	PfIT_06:1,026,672..1,029,015(+)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
PfIT_060032900	PfIT_060032900-t41_1	P. falciparum IT	PfIT_06:1,145,041..1,147,038(-)	nicotinate phosphoribosyltransferase, putative	N/A	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA	6.3.4.21 (Nicotinate phosphoribosyltransferase)	
PfIT_070019800	PfIT_070019800-t41_1	P. falciparum IT	PfIT_07:672,871..673,393(-)	mitochondrial ATP synthase F1, epsilon subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfIT_080007900	PfIT_080007900-t41_1	P. falciparum IT	PfIT_08:146,032..153,785(+)	adenylyl cyclase beta	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
PfIT_090020000	PfIT_090020000-t41_1	P. falciparum IT	PfIT_09:626,306..630,559(-)	6-phosphofructokinase	N/A	6-phosphofructokinase activity;ATP binding;catalytic activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
PfIT_090025300	PfIT_090025300-t41_1	P. falciparum IT	PfIT_09:828,323..829,855(-)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
PfIT_090027000	PfIT_090027000-t41_1	P. falciparum IT	PfIT_09:889,085..890,335(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
PfIT_100016600	PfIT_100016600-t41_1	P. falciparum IT	PfIT_10:420,499..422,166(-)	GMP synthase [glutamine-hydrolyzing]	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))	
PfIT_100019900	PfIT_100019900-t41_1	P. falciparum IT	PfIT_10:575,683..577,548(+)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	4.2.1.11 (Phosphopyruvate hydratase)	
PfIT_100027300	PfIT_100027300-t41_1	P. falciparum IT	PfIT_10:922,320..923,291(+)	orotidine 5'-phosphate decarboxylase	N/A	catalytic activity;orotidine-5'-phosphate decarboxylase activity	IEA	4.1.1.23 (Orotidine-5'-phosphate decarboxylase)	
PfIT_100040800	PfIT_100040800-t41_1	P. falciparum IT	PfIT_10:1,409,054..1,411,288(-)	pyruvate kinase 2	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
PfIT_100041400	PfIT_100041400-t41_1	P. falciparum IT	PfIT_10:1,435,288..1,435,967(+)	enhancer of rudimentary homolog, putative	N/A	N/A	IEA	N/A	
PfIT_110024400	PfIT_110024400-t41_1	P. falciparum IT	PfIT_11:720,966..722,089(+)	phosphoglycerate mutase, putative	N/A	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	IEA	5.4.2.1 (Transferred entry: 5.4.2.11 and 5.4.2.12)	
PfIT_110029600	PfIT_110029600-t41_1	P. falciparum IT	PfIT_11:951,693..953,183(+)	vacuolar membrane protein-related, putative	N/A	proton transmembrane transporter activity	IEA	N/A	
PfIT_110032800	PfIT_110032800-t41_1	P. falciparum IT	PfIT_11:1,063,622..1,068,993(-)	6-phosphofructokinase	N/A	6-phosphofructokinase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
PfIT_110042900	PfIT_110042900-t41_1	P. falciparum IT	PfIT_11:1,465,370..1,478,014(-)	guanylyl cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.2 (Guanylate cyclase)	
PfIT_110051800	PfIT_110051800-t41_1	P. falciparum IT	PfIT_11:1,860,087..1,860,765(+)	mitochondrial ATP synthase delta subunit, putative	N/A	N/A	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfIT_120040600	PfIT_120040600-t41_1	P. falciparum IT	PfIT_12:1,498,990..1,500,597(+)	ATP synthase subunit beta, mitochondrial	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfIT_120056500	PfIT_120056500-t41_1	P. falciparum IT	PfIT_12:2,126,785..2,128,240(-)	thymidylate kinase	N/A	ATP binding;thymidylate kinase activity	IEA	2.7.4.9 (dTMP kinase)	
PfIT_130015100	PfIT_130015100-t41_1	P. falciparum IT	PfIT_13:459,227..459,988(+)	mitochondrial ATP synthase delta subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfIT_130016500	PfIT_130016500-t41_1	P. falciparum IT	PfIT_13:494,398..495,652(+)	ATP synthase subunit gamma, mitochondrial	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfIT_130030400	PfIT_130030400-t41_1	P. falciparum IT	PfIT_13:1,053,200..1,054,513(-)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
PfIT_130033100	PfIT_130033100-t41_1	P. falciparum IT	PfIT_13:1,171,541..1,173,223(+)	ribose-phosphate pyrophosphokinase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
PfIT_130059900	PfIT_130059900-t41_1	P. falciparum IT	PfIT_13:2,181,840..2,183,305(+)	adenylosuccinate synthetase	N/A	GTP binding;adenylosuccinate synthase activity	IEA	6.3.4.4 (Adenylosuccinate synthase)	
PfIT_130065900	PfIT_130065900-t41_1	P. falciparum IT	PfIT_13:2,424,481..2,436,114(+)	guanylyl cyclase beta	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.2 (Guanylate cyclase)	
PfIT_140011200	PfIT_140011200-t41_1	P. falciparum IT	PfIT_14:223,534..228,924(-)	adenylyl cyclase alpha	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
PfIT_140016800	PfIT_140016800-t41_1	P. falciparum IT	PfIT_14:469,098..471,674(+)	cytidine triphosphate synthetase	N/A	CTP synthase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
PfIT_140027300	PfIT_140027300-t41_1	P. falciparum IT	PfIT_14:921,172..923,055(-)	pantothenate kinase, putative	N/A	ATP binding;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
PfIT_140042400	PfIT_140042400-t41_1	P. falciparum IT	PfIT_14:1,524,832..1,526,571(+)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
PfIT_140043800	PfIT_140043800-t41_1	P. falciparum IT	PfIT_14:1,583,940..1,586,240(+)	pantothenate kinase, putative	N/A	ATP binding;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
PfIT_140050100	PfIT_140050100-t41_1	P. falciparum IT	PfIT_14:1,858,939..1,860,028(-)	dephospho-CoA kinase, putative	N/A	ATP binding;dephospho-CoA kinase activity	IEA	2.7.1.24 (Dephospho-CoA kinase)	
PfIT_140051200	PfIT_140051200-t41_1	P. falciparum IT	PfIT_14:1,910,703..1,912,267(-)	fructose-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
PfKE01_020009200	PfKE01_020009200-t41_1	P. falciparum KE01	PfKE01_02:154,851..156,266(+)	adenylosuccinate lyase	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	4.3.2.2 (Adenylosuccinate lyase)	
PfKE01_020019400	PfKE01_020019400-t41_1	P. falciparum KE01	PfKE01_02:591,125..592,780(+)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKE01_040024100	PfKE01_040024100-t41_1	P. falciparum KE01	PfKE01_04:763,144..764,970(+)	bifunctional dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	1.5.1.3 (Dihydrofolate reductase);2.1.1.45 (Thymidylate synthase)	
PfKE01_060032900	PfKE01_060032900-t41_1	P. falciparum KE01	PfKE01_06:1,086,973..1,089,289(+)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
PfKE01_060035200	PfKE01_060035200-t41_1	P. falciparum KE01	PfKE01_06:1,205,013..1,207,010(-)	nicotinate phosphoribosyltransferase, putative	N/A	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA	6.3.4.21 (Nicotinate phosphoribosyltransferase)	
PfKE01_070018600	PfKE01_070018600-t41_1	P. falciparum KE01	PfKE01_07:600,751..601,274(-)	mitochondrial ATP synthase F1, epsilon subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKE01_080008400	PfKE01_080008400-t41_1	P. falciparum KE01	PfKE01_08:190,299..197,997(+)	adenylyl cyclase beta	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
PfKE01_090019800	PfKE01_090019800-t41_1	P. falciparum KE01	PfKE01_09:630,506..634,771(-)	6-phosphofructokinase	N/A	6-phosphofructokinase activity;ATP binding;catalytic activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
PfKE01_090025100	PfKE01_090025100-t41_1	P. falciparum KE01	PfKE01_09:832,235..833,767(-)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
PfKE01_090026800	PfKE01_090026800-t41_1	P. falciparum KE01	PfKE01_09:892,855..894,105(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
PfKE01_100017900	PfKE01_100017900-t41_1	P. falciparum KE01	PfKE01_10:493,087..494,754(-)	GMP synthase [glutamine-hydrolyzing]	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))	
PfKE01_100021200	PfKE01_100021200-t41_1	P. falciparum KE01	PfKE01_10:648,107..649,994(+)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	4.2.1.11 (Phosphopyruvate hydratase)	
PfKE01_100028600	PfKE01_100028600-t41_1	P. falciparum KE01	PfKE01_10:995,382..996,353(+)	orotidine 5'-phosphate decarboxylase	N/A	catalytic activity;orotidine-5'-phosphate decarboxylase activity	IEA	4.1.1.23 (Orotidine-5'-phosphate decarboxylase)	
PfKE01_100042100	PfKE01_100042100-t41_1	P. falciparum KE01	PfKE01_10:1,483,170..1,485,404(-)	pyruvate kinase 2	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
PfKE01_100042700	PfKE01_100042700-t41_1	P. falciparum KE01	PfKE01_10:1,509,209..1,509,900(+)	enhancer of rudimentary homolog, putative	N/A	N/A	IEA	N/A	
PfKE01_110024600	PfKE01_110024600-t41_1	P. falciparum KE01	PfKE01_11:733,142..734,278(+)	phosphoglycerate mutase, putative	N/A	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	IEA	5.4.2.1 (Transferred entry: 5.4.2.11 and 5.4.2.12)	
PfKE01_110029600	PfKE01_110029600-t41_1	P. falciparum KE01	PfKE01_11:957,969..959,459(+)	vacuolar membrane protein-related, putative	N/A	proton transmembrane transporter activity	IEA	N/A	
PfKE01_110032800	PfKE01_110032800-t41_1	P. falciparum KE01	PfKE01_11:1,070,008..1,075,371(-)	6-phosphofructokinase	N/A	6-phosphofructokinase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
PfKE01_110042900	PfKE01_110042900-t41_1	P. falciparum KE01	PfKE01_11:1,471,826..1,484,506(-)	guanylyl cyclase	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.2 (Guanylate cyclase)	
PfKE01_110051800	PfKE01_110051800-t41_1	P. falciparum KE01	PfKE01_11:1,867,398..1,868,074(+)	mitochondrial ATP synthase delta subunit, putative	N/A	N/A	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKE01_120040500	PfKE01_120040500-t41_1	P. falciparum KE01	PfKE01_12:1,486,301..1,487,908(+)	ATP synthase subunit beta, mitochondrial	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKE01_120056600	PfKE01_120056600-t41_1	P. falciparum KE01	PfKE01_12:2,123,903..2,125,399(-)	thymidylate kinase	N/A	ATP binding;thymidylate kinase activity	IEA	2.7.4.9 (dTMP kinase)	
PfKE01_130015500	PfKE01_130015500-t41_1	P. falciparum KE01	PfKE01_13:452,904..453,665(+)	mitochondrial ATP synthase delta subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKE01_130016900	PfKE01_130016900-t41_1	P. falciparum KE01	PfKE01_13:488,221..489,489(+)	ATP synthase subunit gamma, mitochondrial	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKE01_130030800	PfKE01_130030800-t41_1	P. falciparum KE01	PfKE01_13:1,048,564..1,049,877(-)	phosphoribosylpyrophosphate synthetase	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
PfKE01_130033500	PfKE01_130033500-t41_1	P. falciparum KE01	PfKE01_13:1,166,944..1,168,626(+)	ribose-phosphate pyrophosphokinase, putative	N/A	magnesium ion binding;ribose phosphate diphosphokinase activity	IEA	2.7.6.1 (Ribose-phosphate diphosphokinase)	
PfKE01_130060200	PfKE01_130060200-t41_1	P. falciparum KE01	PfKE01_13:2,178,282..2,179,739(+)	adenylosuccinate synthetase	N/A	GTP binding;adenylosuccinate synthase activity	IEA	6.3.4.4 (Adenylosuccinate synthase)	
PfKE01_130066200	PfKE01_130066200-t41_1	P. falciparum KE01	PfKE01_13:2,421,126..2,432,939(+)	guanylyl cyclase beta	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.2 (Guanylate cyclase)	
PfKE01_140009900	PfKE01_140009900-t41_1	P. falciparum KE01	PfKE01_14:172,389..177,732(-)	adenylyl cyclase alpha	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
PfKE01_140015500	PfKE01_140015500-t41_1	P. falciparum KE01	PfKE01_14:417,992..420,568(+)	cytidine triphosphate synthetase	N/A	CTP synthase activity	IEA	6.3.4.2 (CTP synthase (glutamine hydrolyzing))	
PfKE01_140025900	PfKE01_140025900-t41_1	P. falciparum KE01	PfKE01_14:871,076..872,940(-)	pantothenate kinase, putative	N/A	ATP binding;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
PfKE01_140040900	PfKE01_140040900-t41_1	P. falciparum KE01	PfKE01_14:1,476,011..1,477,750(+)	glucose-6-phosphate isomerase	N/A	glucose-6-phosphate isomerase activity	IEA	5.3.1.9 (Glucose-6-phosphate isomerase)	
PfKE01_140042300	PfKE01_140042300-t41_1	P. falciparum KE01	PfKE01_14:1,535,131..1,537,431(+)	pantothenate kinase, putative	N/A	ATP binding;pantothenate kinase activity	IEA	2.7.1.33 (Pantothenate kinase)	
PfKE01_140048600	PfKE01_140048600-t41_1	P. falciparum KE01	PfKE01_14:1,810,612..1,811,699(-)	dephospho-CoA kinase, putative	N/A	ATP binding;dephospho-CoA kinase activity	IEA	2.7.1.24 (Dephospho-CoA kinase)	
PfKE01_140049700	PfKE01_140049700-t41_1	P. falciparum KE01	PfKE01_14:1,862,740..1,864,322(-)	fructose-bisphosphate aldolase	N/A	fructose-bisphosphate aldolase activity	IEA	4.1.2.13 (Fructose-bisphosphate aldolase)	
PfKH01_020011900	PfKH01_020011900-t41_1	P. falciparum KH01	PfKH01_02:263,145..264,560(+)	adenylosuccinate lyase	N/A	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity	IEA	4.3.2.2 (Adenylosuccinate lyase)	
PfKH01_020022200	PfKH01_020022200-t41_1	P. falciparum KH01	PfKH01_02:698,452..700,107(+)	ATP synthase F1, alpha subunit	N/A	ATP binding;proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKH01_040022600	PfKH01_040022600-t41_1	P. falciparum KH01	PfKH01_04:741,387..743,213(+)	bifunctional dihydrofolate reductase-thymidylate synthase	N/A	dihydrofolate reductase activity;thymidylate synthase activity	IEA	1.5.1.3 (Dihydrofolate reductase);2.1.1.45 (Thymidylate synthase)	
PfKH01_060033800	PfKH01_060033800-t41_1	P. falciparum KH01	PfKH01_06:1,138,678..1,141,028(+)	pyruvate kinase	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
PfKH01_060036100	PfKH01_060036100-t41_1	P. falciparum KH01	PfKH01_06:1,257,077..1,259,074(-)	nicotinate phosphoribosyltransferase, putative	N/A	nicotinate phosphoribosyltransferase activity;nicotinate-nucleotide diphosphorylase (carboxylating) activity	IEA	6.3.4.21 (Nicotinate phosphoribosyltransferase)	
PfKH01_070019500	PfKH01_070019500-t41_1	P. falciparum KH01	PfKH01_07:625,107..625,623(-)	mitochondrial ATP synthase F1, epsilon subunit, putative	N/A	proton-transporting ATP synthase activity, rotational mechanism	IEA	3.6.3.14 (Transferred entry: 7.1.2.2)	
PfKH01_080007000	PfKH01_080007000-t41_1	P. falciparum KH01	PfKH01_08:121,172..128,591(+)	adenylyl cyclase beta	N/A	phosphorus-oxygen lyase activity	IEA	4.6.1.1 (Adenylate cyclase)	
PfKH01_090019700	PfKH01_090019700-t41_1	P. falciparum KH01	PfKH01_09:625,073..629,329(-)	6-phosphofructokinase	N/A	6-phosphofructokinase activity;ATP binding;catalytic activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	IEA	2.7.1.11 (6-phosphofructokinase)	
PfKH01_090025000	PfKH01_090025000-t41_1	P. falciparum KH01	PfKH01_09:826,889..828,421(-)	inosine-5'-monophosphate dehydrogenase	N/A	IMP dehydrogenase activity;catalytic activity	IEA	1.1.1.205 (IMP dehydrogenase)	
PfKH01_090026700	PfKH01_090026700-t41_1	P. falciparum KH01	PfKH01_09:887,587..888,837(+)	phosphoglycerate kinase	N/A	phosphoglycerate kinase activity	IEA	2.7.2.3 (Phosphoglycerate kinase)	
PfKH01_100017200	PfKH01_100017200-t41_1	P. falciparum KH01	PfKH01_10:446,447..448,114(-)	GMP synthase [glutamine-hydrolyzing]	N/A	ATP binding;GMP synthase (glutamine-hydrolyzing) activity;pyrophosphatase activity	IEA	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))	
PfKH01_100020500	PfKH01_100020500-t41_1	P. falciparum KH01	PfKH01_10:601,452..603,329(+)	enolase	N/A	magnesium ion binding;phosphopyruvate hydratase activity	IEA	4.2.1.11 (Phosphopyruvate hydratase)	
PfKH01_100027800	PfKH01_100027800-t41_1	P. falciparum KH01	PfKH01_10:947,330..948,301(+)	orotidine 5'-phosphate decarboxylase	N/A	catalytic activity;orotidine-5'-phosphate decarboxylase activity	IEA	4.1.1.23 (Orotidine-5'-phosphate decarboxylase)	
PfKH01_100041300	PfKH01_100041300-t41_1	P. falciparum KH01	PfKH01_10:1,434,655..1,436,889(-)	pyruvate kinase 2	N/A	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	IEA	2.7.1.40 (Pyruvate kinase)	
PfKH01_100041900	PfKH01_100041900-t41_1	P. falciparum KH01	PfKH01_10:1,460,800..1,461,475(+)	enhancer of rudimentary homolog, putative	N/A	N/A	IEA	N/A	
PfKH01_110024200	PfKH01_110024200-t41_1	P. falciparum KH01	PfKH01_11:714,782..715,913(+)	phosphoglycerate mutase, putative	N/A	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	IEA	5.4.2.1 (Transferred entry: 5.4.2.11 and 5.4.2.12)	
PfKH01_110029400	PfKH01_110029400-t41_1	P. falciparum KH01	PfKH01_11:945,164..946,654(+)	vacuolar membrane protein-related, putative	N/A	proton transmembrane transporter activity	IEA	N/A	
