Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Curated GO Functions	Computed GO Functions	Evidence Code	EC numbers	
NCER_101032	NCER_101032-t26_1	N. ceranae BRL01	ACOL01000081:1,230..3,881(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	6.1.1.9 (Valine--tRNA ligase)	
NCER_101052	NCER_101052-t26_1	N. ceranae BRL01	ACOL01000084:1,112..2,689(+)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.10 (Methionine--tRNA ligase)	
NCER_101183	NCER_101183-t26_1	N. ceranae BRL01	ACOL01000106:1,878..3,044(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	N/A	
NCER_101261	NCER_101261-t26_1	N. ceranae BRL01	ACOL01000117:2,248..4,011(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NCER_101490	NCER_101490-t26_1	N. ceranae BRL01	ACOL01000168:17..1,531(-)	hypothetical protein	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
NCER_101598	NCER_101598-t26_1	N. ceranae BRL01	ACOL01000198:3,682..5,589(+)	unspecified product	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
NCER_101716	NCER_101716-t26_1	N. ceranae BRL01	ACOL01000245:1,519..3,204(+)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NCER_101964	NCER_101964-t26_1	N. ceranae BRL01	ACOL01000382:216..2,895(+)	hypothetical protein	N/A	ATP binding;alanine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	N/A	
NCER_102160	NCER_102160-t26_1	N. ceranae BRL01	ACOL01000581:401..2,245(+)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.17 (Glutamate--tRNA ligase)	
NCLIV_000130	NCLIV_000130-t26_1	N. caninum Liverpool	FR823380:135,373..140,309(-)	hypothetical protein	N/A	oxidoreductase activity;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	IEA	1.4.1.4 (Glutamate dehydrogenase (NADP(+)))	
NCLIV_002610	NCLIV_002610-t26_1	N. caninum Liverpool	FR823381:179,303..191,706(-)	putative isoleucine-tRNAsynthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.5 (Isoleucine--tRNA ligase)	
NCLIV_004821	NCLIV_004821-t26_1	N. caninum Liverpool	FR823382:205,922..212,390(+)	phospho-2-dehydro-3-deoxyheptonate aldolase	N/A	3-deoxy-7-phosphoheptulonate synthase activity	IEA	2.5.1.54 (3-deoxy-7-phosphoheptulonate synthase)	
NCLIV_007730	NCLIV_007730-t26_1	N. caninum Liverpool	FR823383:679,939..689,955(+)	valyl-tRNAsynthetase, mitochondrial, related	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	6.1.1.9 (Valine--tRNA ligase)	
NCLIV_007860	NCLIV_007860-t26_1	N. caninum Liverpool	FR823383:790,765..797,180(+)	hypothetical protein	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	6.3.5.4 (Asparagine synthase (glutamine-hydrolyzing))	
NCLIV_008400	NCLIV_008400-t26_1	N. caninum Liverpool	FR823383:1,301,516..1,306,221(+)	tryptophanyl-tRNAsynthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.2 (Tryptophan--tRNA ligase)	
NCLIV_011900	NCLIV_011900-t26_1	N. caninum Liverpool	FR823384:1,929,458..1,937,540(-)	arginyl-tRNAsynthetase, related	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.19 (Arginine--tRNA ligase)	
NCLIV_012080	NCLIV_012080-t26_1	N. caninum Liverpool	FR823384:2,113,171..2,114,790(-)	phenylalanyl-tRNAsynthetase alpha chain, related	N/A	ATP binding;aminoacyl-tRNA ligase activity;tRNA binding	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
NCLIV_012460	NCLIV_012460-t26_1	N. caninum Liverpool	FR823386:178,067..192,255(+)	Lysyl-tRNA synthetase, related	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.6 (Lysine--tRNA ligase)	
NCLIV_012860	NCLIV_012860-t26_1	N. caninum Liverpool	FR823386:559,621..569,957(-)	Leucyl-tRNA synthetase 2, related	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.4 (Leucine--tRNA ligase)	
NCLIV_014280	NCLIV_014280-t26_1	N. caninum Liverpool	FR823386:1,763,002..1,768,211(-)	putative methionine tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NCLIV_017290	NCLIV_017290-t26_1	N. caninum Liverpool	FR823387:1,533,314..1,540,820(+)	putative glutamyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity	IEA	6.1.1.17 (Glutamate--tRNA ligase)	
NCLIV_017480	NCLIV_017480-t26_1	N. caninum Liverpool	FR823387:1,683,624..1,685,321(+)	Dihydrodipicolinate synthase, related	N/A	4-hydroxy-tetrahydrodipicolinate synthase;lyase activity	IEA	4.2.1.52 (Transferred entry: 4.3.3.7)	
NCLIV_018380	NCLIV_018380-t26_1	N. caninum Liverpool	FR823387:2,494,798..2,496,946(+)	putative dihydrodipicolinate reductase	N/A	4-hydroxy-tetrahydrodipicolinate reductase	IEA	1.3.1.26 (Transferred entry: 1.17.1.8)	
NCLIV_019550	NCLIV_019550-t26_1	N. caninum Liverpool	FR823388:239,319..243,154(-)	putative histidyl-tRNA synthetase	N/A	ATP binding;catalytic activity;histidine-tRNA ligase activity	IEA	N/A	
NCLIV_019960	NCLIV_019960-t26_1	N. caninum Liverpool	FR823388:696,405..700,947(+)	putative lysyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.6 (Lysine--tRNA ligase)	
NCLIV_020270	NCLIV_020270-t26_1	N. caninum Liverpool	FR823388:920,148..924,330(-)	Aspartate-semialdehyde dehydrogenase, related	N/A	NAD binding;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;protein dimerization activity	IEA	1.2.1.11 (Aspartate-semialdehyde dehydrogenase)	
NCLIV_022400	NCLIV_022400-t26_1	N. caninum Liverpool	FR823388:2,780,428..2,784,967(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.12 (Aspartate--tRNA ligase)	
NCLIV_023120	NCLIV_023120-t26_1	N. caninum Liverpool	FR823388:3,391,261..3,396,376(+)	Chorismate synthase, related	N/A	chorismate synthase activity	IEA	4.2.3.5 (Chorismate synthase)	
NCLIV_024090	NCLIV_024090-t26_1	N. caninum Liverpool	FR823389:247,336..254,506(-)	putative glutamyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding	IEA	6.1.1.17 (Glutamate--tRNA ligase)	
NCLIV_027350	NCLIV_027350-t26_1	N. caninum Liverpool	FR823389:2,753,206..2,756,983(-)	Protein ZC373.1, partially confirmed by transcript evidence, related	N/A	cystathionine beta-synthase activity	IEA	4.2.1.22 (Cystathionine beta-synthase)	
NCLIV_028500	NCLIV_028500-t26_1	N. caninum Liverpool	FR823389:3,623,805..3,628,679(+)	GJ17676, related	N/A	betaine-homocysteine S-methyltransferase activity;zinc ion binding	IEA	N/A	
NCLIV_029970	NCLIV_029970-t26_1	N. caninum Liverpool	FR823389:4,824,969..4,828,112(+)	tRNA synthetase Gly, related	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.14 (Glycine--tRNA ligase)	
NCLIV_033460	NCLIV_033460-t26_1	N. caninum Liverpool	FR823390:2,695,795..2,703,919(+)	putative arginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NCLIV_034160	NCLIV_034160-t26_1	N. caninum Liverpool	FR823390:3,255,353..3,259,834(+)	Glutamine synthetase, related	N/A	catalytic activity;glutamate-ammonia ligase activity	IEA	6.3.1.2 (Glutamine synthetase)	
NCLIV_034220	NCLIV_034220-t26_1	N. caninum Liverpool	FR823390:3,325,667..3,330,072(+)	putative tyrosyl-tRNA synthetase	N/A	ATP binding;RNA binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
NCLIV_035390	NCLIV_035390-t26_1	N. caninum Liverpool	FR823390:4,251,564..4,258,680(-)	putative seryl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.11 (Serine--tRNA ligase)	
NCLIV_035400	NCLIV_035400-t26_1	N. caninum Liverpool	FR823390:4,261,324..4,263,755(-)	hypothetical protein	N/A	pyrroline-5-carboxylate reductase activity	IEA	1.5.1.2 (Pyrroline-5-carboxylate reductase)	
NCLIV_036020	NCLIV_036020-t26_1	N. caninum Liverpool	FR823390:4,793,340..4,799,627(-)	conserved hypothetical protein	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	N/A	
NCLIV_036210	NCLIV_036210-t26_1	N. caninum Liverpool	FR823390:4,964,605..4,967,124(+)	MGC81784 protein, related	N/A	glutamate-5-semialdehyde dehydrogenase activity;oxidoreductase activity	IEA	1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase)	
NCLIV_036250	NCLIV_036250-t26_1	N. caninum Liverpool	FR823390:4,988,114..4,990,898(+)	Asparaginyl-tRNA synthetase, related	N/A	ATP binding;aminoacyl-tRNA ligase activity;asparagine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.22 (Asparagine--tRNA ligase)	
NCLIV_039310	NCLIV_039310-t26_1	N. caninum Liverpool	FR823385:713,019..718,150(-)	putative leucyl-tRNAsynthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.4 (Leucine--tRNA ligase)	
NCLIV_040220	NCLIV_040220-t26_1	N. caninum Liverpool	FR823385:1,384,553..1,390,292(-)	glutamate 5-kinase, related	N/A	RNA binding	IEA	2.7.2.11 (Glutamate 5-kinase)	
NCLIV_040860	NCLIV_040860-t26_1	N. caninum Liverpool	FR823385:1,983,475..1,988,237(+)	tryptophanyl-tRNAsynthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	6.1.1.2 (Tryptophan--tRNA ligase)	
NCLIV_041650	NCLIV_041650-t26_1	N. caninum Liverpool	FR823385:2,645,151..2,649,098(+)	methionine--tRNAligase, related	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding;tRNA binding	IEA	6.1.1.10 (Methionine--tRNA ligase)	
NCLIV_042265	NCLIV_042265-t26_1	N. caninum Liverpool	FR823385:3,138,711..3,143,425(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;tRNA binding	IEA	N/A	
NCLIV_043140	NCLIV_043140-t26_1	N. caninum Liverpool	FR823385:3,935,873..3,939,248(+)	putative aspartate carbamoyltransferase	N/A	amino acid binding;carboxyl- or carbamoyltransferase activity	IEA	2.1.3.2 (Aspartate carbamoyltransferase)	
NCLIV_045940	NCLIV_045940-t26_1	N. caninum Liverpool	FR823391:945,679..951,198(-)	Aspartokinase/homoserine dehydrogenase, related	N/A	aspartate kinase activity	IEA	2.7.2.4 (Aspartate kinase)	
NCLIV_049400	NCLIV_049400-t26_1	N. caninum Liverpool	FR823391:3,938,978..3,942,706(-)	Serine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
NCLIV_050340	NCLIV_050340-t26_1	N. caninum Liverpool	FR823391:4,832,494..4,834,371(-)	putative prenylcysteine oxidase	N/A	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	IEA	N/A	
NCLIV_050390	NCLIV_050390-t26_1	N. caninum Liverpool	FR823391:4,853,300..4,856,306(-)	Pyrroline-5-carboxylate reductase	N/A	pyrroline-5-carboxylate reductase activity	IEA	1.5.1.2 (Pyrroline-5-carboxylate reductase)	
NCLIV_052220	NCLIV_052220-t26_1	N. caninum Liverpool	FR823391:6,370,268..6,391,960(-)	hypothetical protein	N/A	ATP binding;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;metal ion binding	IEA	6.3.4.16 (Carbamoyl-phosphate synthase (ammonia));6.3.5.5 (Carbamoyl-phosphate synthase (glutamine-hydrolyzing))	
NCLIV_053190	NCLIV_053190-t26_1	N. caninum Liverpool	FR823392:51,926..60,107(-)	hypothetical protein	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	6.1.1.20 (Phenylalanine--tRNA ligase)	
NCLIV_058000	NCLIV_058000-t26_1	N. caninum Liverpool	FR823392:4,271,704..4,273,283(+)	putative alanine dehydrogenase	N/A	alanine dehydrogenase activity	IEA	1.4.1.1 (Alanine dehydrogenase)	
NCLIV_059740	NCLIV_059740-t26_1	N. caninum Liverpool	FR823392:5,625,380..5,634,622(-)	putative tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.9 (Valine--tRNA ligase)	
NCLIV_060420	NCLIV_060420-t26_1	N. caninum Liverpool	FR823393:100,454..104,540(+)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
NCLIV_060470	NCLIV_060470-t26_1	N. caninum Liverpool	FR823393:137,678..147,337(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	6.1.1.16 (Cysteine--tRNA ligase)	
NCLIV_060760	NCLIV_060760-t26_1	N. caninum Liverpool	FR823393:373,237..381,558(-)	putative prolyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	6.1.1.15 (Proline--tRNA ligase)	
NCLIV_061050	NCLIV_061050-t26_1	N. caninum Liverpool	FR823393:615,352..626,345(-)	hypothetical protein	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.7 (Alanine--tRNA ligase)	
NCLIV_061140	NCLIV_061140-t26_1	N. caninum Liverpool	FR823393:699,168..704,848(+)	putative threonyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NCLIV_062220	NCLIV_062220-t26_1	N. caninum Liverpool	FR823393:1,578,354..1,581,363(-)	Glutaminyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	6.1.1.18 (Glutamine--tRNA ligase)	
NCLIV_062230	NCLIV_062230-t26_1	N. caninum Liverpool	FR823393:1,582,352..1,586,231(-)	Glutaminyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity	IEA	6.1.1.18 (Glutamine--tRNA ligase)	
NCLIV_065090	NCLIV_065090-t26_1	N. caninum Liverpool	FR823393:3,848,454..3,850,541(+)	conserved hypothetical protein	N/A	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	IEA	N/A	
NCLIV_065590	NCLIV_065590-t26_1	N. caninum Liverpool	FR823393:4,219,665..4,229,156(+)	putative NAD-specific glutamate dehydrogenase	N/A	oxidoreductase activity	IEA	1.4.1.2 (Glutamate dehydrogenase)	
NCLIV_066770	NCLIV_066770-t26_1	N. caninum Liverpool	FR823393:5,162,632..5,164,074(+)	putative seryl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	6.1.1.11 (Serine--tRNA ligase)	
NCLIV_066920	NCLIV_066920-t26_1	N. caninum Liverpool	FR823393:5,265,705..5,270,484(-)	hypothetical protein	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
NCLIV_068560	NCLIV_068560-t26_1	N. caninum Liverpool	FR823393:6,363,435..6,379,340(-)	putative isoleucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00023	NEDG_00023-t36_1	N. displodere strain JUm2807	LTDL01000014:24,976..26,775(-)	glycyl-tRNA synthetase	N/A	ATP binding;glycine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00131	NEDG_00131-t36_1	N. displodere strain JUm2807	LTDL01000014:151,525..153,063(-)	aspartyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00150	NEDG_00150-t36_1	N. displodere strain JUm2807	LTDL01000014:177,751..178,791(-)	tyrosyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
NEDG_00181	NEDG_00181-t36_1	N. displodere strain JUm2807	LTDL01000014:217,271..219,553(-)	glutaminyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00203	NEDG_00203-t36_1	N. displodere strain JUm2807	LTDL01000014:251,128..252,636(-)	bifunctional glutamyl/prolyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
NEDG_00263	NEDG_00263-t36_1	N. displodere strain JUm2807	LTDL01000014:322,187..325,018(+)	alanyl-tRNA synthetase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.7 (Alanine--tRNA ligase)	
NEDG_00470	NEDG_00470-t36_1	N. displodere strain JUm2807	LTDL01000014:588,583..589,911(-)	asparaginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00619	NEDG_00619-t36_1	N. displodere strain JUm2807	LTDL01000040:134,848..137,610(+)	valyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	N/A	
NEDG_00680	NEDG_00680-t36_1	N. displodere strain JUm2807	LTDL01000040:201,419..203,242(+)	arginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00780	NEDG_00780-t36_1	N. displodere strain JUm2807	LTDL01000040:328,735..330,696(+)	glutamyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00782	NEDG_00782-t36_1	N. displodere strain JUm2807	LTDL01000040:333,630..335,132(+)	phenylalanyl-tRNA synthetase alpha chain	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
NEDG_00814	NEDG_00814-t36_1	N. displodere strain JUm2807	LTDL01000040:378,139..379,803(+)	methionyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00873	NEDG_00873-t36_1	N. displodere strain JUm2807	LTDL01000040:449,564..452,860(-)	isoleucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;isoleucine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00885	NEDG_00885-t36_1	N. displodere strain JUm2807	LTDL01000040:469,459..471,063(+)	cysteinyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_00930	NEDG_00930-t36_1	N. displodere strain JUm2807	LTDL01000042:17,927..19,273(-)	glycine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
NEDG_01022	NEDG_01022-t36_1	N. displodere strain JUm2807	LTDL01000042:136,017..137,324(+)	seryl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	N/A	
NEDG_01089	NEDG_01089-t36_1	N. displodere strain JUm2807	LTDL01000042:225,700..227,805(+)	threonyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
NEDG_01179	NEDG_01179-t36_1	N. displodere strain JUm2807	LTDL01000042:336,692..338,110(-)	hypothetical protein	N/A	asparagine synthase (glutamine-hydrolyzing) activity	IEA	N/A	
NEDG_01183	NEDG_01183-t36_1	N. displodere strain JUm2807	LTDL01000042:341,096..343,825(-)	leucyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEDG_01724	NEDG_01724-t36_1	N. displodere strain JUm2807	LTDL01000037:62,393..63,544(+)	tryptophanyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	N/A	
NEDG_01885	NEDG_01885-t36_1	N. displodere strain JUm2807	LTDL01000022:51,473..53,122(-)	phenylalanyl-tRNA synthetase beta chain	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	N/A	
NEDG_01940	NEDG_01940-t36_1	N. displodere strain JUm2807	LTDL01000016:27,632..29,140(-)	lysyl-tRNA synthetase, class II	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.6 (Lysine--tRNA ligase)	
NEPG_00049	NEPG_00049-t26_1	N. parisii ERTm1	JH605023:87,156..88,529(-)	asparaginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_00347	NEPG_00347-t26_1	N. parisii ERTm1	JH605023:513,036..515,897(-)	alanyl-tRNA synthetase	N/A	ATP binding;alanine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleic acid binding;nucleotide binding	IEA	6.1.1.7 (Alanine--tRNA ligase)	
NEPG_00410	NEPG_00410-t26_1	N. parisii ERTm1	JH605023:592,534..594,100(+)	prolyl tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;proline-tRNA ligase activity	IEA	N/A	
NEPG_00437	NEPG_00437-t26_1	N. parisii ERTm1	JH605023:629,106..631,391(+)	glutaminyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glutamine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_00472	NEPG_00472-t26_1	N. parisii ERTm1	JH605023:681,963..683,077(+)	tyrosyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tyrosine-tRNA ligase activity	IEA	6.1.1.1 (Tyrosine--tRNA ligase)	
NEPG_00502	NEPG_00502-t26_1	N. parisii ERTm1	JH605023:719,409..720,826(+)	aspartate-tRNA ligase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_00612	NEPG_00612-t26_1	N. parisii ERTm1	JH605023:870,892..872,700(-)	glycyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;glycine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_00863	NEPG_00863-t26_1	N. parisii ERTm1	JH605024:291,117..293,747(+)	valyl tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity	IEA	N/A	
NEPG_00949	NEPG_00949-t26_1	N. parisii ERTm1	JH605024:404,088..405,809(-)	arginyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_00984	NEPG_00984-t26_1	N. parisii ERTm1	JH605024:451,340..452,500(+)	tryptophanyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;tryptophan-tRNA ligase activity	IEA	N/A	
NEPG_01072	NEPG_01072-t26_1	N. parisii ERTm1	JH605024:575,246..577,202(+)	glutamyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_01074	NEPG_01074-t26_1	N. parisii ERTm1	JH605024:580,603..582,179(+)	phenylalanyl-tRNA synthetase subunit alpha A	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding	IEA	N/A	
NEPG_01118	NEPG_01118-t26_1	N. parisii ERTm1	JH605024:654,920..656,644(+)	methionyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;methionine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_01430	NEPG_01430-t26_1	N. parisii ERTm1	JH605025:439,706..441,851(+)	threonyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	IEA	N/A	
NEPG_01598	NEPG_01598-t26_1	N. parisii ERTm1	JH605026:52,621..54,288(+)	phenylalanyl-tRNA synthetase	N/A	ATP binding;RNA binding;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity	IEA	N/A	
NEPG_02070	NEPG_02070-t26_1	N. parisii ERTm1	JH605027:233,614..234,985(-)	serine hydroxymethyltransferase	N/A	glycine hydroxymethyltransferase activity;pyridoxal phosphate binding	IEA	2.1.2.1 (Glycine hydroxymethyltransferase)	
NEPG_02222	NEPG_02222-t26_1	N. parisii ERTm1	JH605028:85,549..87,153(+)	lysyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;lysine-tRNA ligase activity;nucleotide binding	IEA	N/A	
NEPG_02356	NEPG_02356-t26_1	N. parisii ERTm1	JH605028:313,503..314,935(-)	seryl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;serine-tRNA ligase activity	IEA	N/A	
NEPG_02489	NEPG_02489-t26_1	N. parisii ERTm1	JH605030:37,917..39,536(-)	cysteinyl-tRNA synthetase	N/A	ATP binding;aminoacyl-tRNA ligase activity;cysteine-tRNA ligase activity;nucleotide binding	IEA	N/A	
